物品名称,物品ID
翼龙卡片,3634
瑟冥特克卡片,3635
骸骨投掷兵卡片,3636
光之沃德咯斯卡片,3637
EX多尼尔卡片,3638
巨型黑章鱼卡片,3639
审判者马塞尔卡片,3640
雪崩拉比纳卡片,3641
魔女莉斯卡片,3642
歌利亚卡片,3643
GBL巨像卡片,3644
罗特斯的卵卡片,3645
毒葡萄艾米迪卡片,3646
老鼠商人洛克沙卡片,3647
诡异的书架卡片,3648
奈普·克拉斯卡片,3649
辅修师斯佩特卡片,3650
艾克洛索卡片,3651
寒冰巨人利库卡片,3652
泰坦卡片,3653
塞斯奇卡片,3654
莱里特·拉里卡片,3655
希特拉克卡片,3656
伊沙杜拉卡片,3657
炎之古拉德卡片,3658
倔强的哈尼克卡片,3659
沉默的亨普利卡片,3660
漫游者麦吉卡片,3661
北极风纳斯拉卡片,3662
前锋卫队长波西克卡片,3663
冰雪女王洛丝卡片,3664
范哲利斯卡片,3665
犬使摩震卡片,3666
牛头统帅卡片,3667
火箭侠卡片,3668
魔雷者麦瑟·莫纳亨卡片,3669
骷髅凯恩卡片,3670
纵火犯本汀克卡片,3671
狂乱的伪装者卡片,3672
机动队长苏雷德卡片,3673
莫格尼斯卡片,3674
比特·伯斯提卡片,3675
守护者沃利卡片,3676
布万加卡片,3677
锤王波罗丁卡片,3678
牛头械王卡片,3679
无头骑士卡片,3680
虫王戮蛊卡片,3681
魔剑阿波菲斯卡片,3682
冰龙斯卡萨卡片,3683
狄瑞吉的幻影卡片,3684
暴戾搜捕团祭司诺比斯卡片,3685
GT-9600卡片,3686
贝里斯克卡片,3687
杰森·格里克卡片,3688
哥布林王高格卡片,3689
炎猫妖卡片,3690
灵幻师卡片,3691
驯兽者伽罗华卡片,3692
尚武者伦茨卡片,3693
魔法变异者霍伊恩卡片,3694
怪力变异者波杰斯卡片,3695
幻影变异者欧克瑟卡片,3696
史莱姆王卡片,3697
地狱哥布林直升机卡片,3698
卡姆拉卡片,3699
泽忒斯卡片,3700
阿加雷斯卡片,3701
鲁斯欧拉卡片,3702
老中士卡片,3703
梅迪亚卡片,3704
西克特·帕菲斯卡片,3705
裴特舒·帕菲斯卡片,3706
UM-0终结者卡片,3707
机械吉赛尔卡片,3708
诺丝克尔卡片,3709
魔女阿嘉璐卡片,3710
烈焰盾波迪尔卡片,3711
黑鳞莫贝尼卡片,3712
小美人鱼空空伊卡片,3713
莎兰卡片,3714
莎兰高级卡片,3715
莎兰特级卡片,3716
艾丽丝卡片,3717
艾丽丝高级卡片,3718
艾丽丝特级卡片,3719
刀疤鼠卡片,3720
公爵尤里斯卡片,3721
黑色瘟疫狄瑞吉卡片,3722
首领萨斯卡片,3723
梦幻列车长拉宾特卡片,3724
巨灵布鲁卡片,3725
机械臂捷克卡片,3726
阿伽门农之力天使卡片,3727
阿伽门农之智天使卡片,3728
阿伽门农之大天使卡片,3729
诺顿的变异卡片,3730
德拉尔卡片,3731
图卢斯族男精英战士卡片,3732
蓝影马萨乔卡片,3733
爆龙王巴卡尔卡片,3734
空间支配者伽乌尼斯卡片,3735
混沌之奥兹玛卡片,3736
圣者米歇尔卡片,3737
赛丽亚的属性卡片,3738
赛丽亚的高级属性卡片,3739
赛丽亚的强化卡片,3740
赛丽亚的高级强化卡片,3741
莎兰的属性强化卡片,3742
莎兰的高级属性强化卡片,3743
莎兰的特级属性强化卡片,3744
弗莱尔·斯伯恩卡片,3745
树精长老卡片,3746
木本植物卡片,3747
堕落的信徒卡片,3748
堕落的阿索尔卡片,3749
狙击手艾丽格卡片,3750
派普·乔卡片,3751
范·弗拉丁卡片,3752
杀人狂伯纳卡片,3753
安祖·赛弗卡片,3754
青龙之血玉卡片,3755
青龙之碧玉卡片,3756
青龙之墨玉卡片,3757
黄龙之血玉卡片,3758
黄龙之碧玉卡片,3759
黄龙之白玉卡片,3760
森林魔法师卡片,3761
兽王乌塔拉卡片,3762
卡特罗卡片,3763
骷髅骑士卡片,3764
小枪手空空伊卡片,3765
沙影·贝利特卡片,3766
恐怖之阿斯特罗斯卡片,3767
尼尔巴斯·格拉西亚卡片,3768
研究员哈蕾娜卡片,3769
地狱三头犬卡片,3770
武极高手全圣武卡片,3771
凯恩卡片,3772
幼年赫斯卡片,3773
年轻时的斯卡萨卡片,3774
饿鬼达鲁卡片,3775
吟游诗人艾丽丝卡片,3776
机械顽童咕噜卡片,3777
突击队长兰蒂卢斯卡片,3778
魂:风之涡苏卡片,3779
魂:锤王波罗丁卡片,3780
魂:倔强的哈尼克卡片,3781
魂:牛头械王卡片,3782
魂:盗墓王卡片,3783
魂:虫王戮蛊卡片,3784
魂:暴戾搜捕团祭司诺比斯卡片,3785
魂:狄瑞吉的幻影卡片,3786
魂:杰诺卡片,3787
魂:巨灵布鲁卡片,3788
魂:纳扎罗卡片,3789
魂:黑色瘟疫狄瑞吉卡片,3790
魂:长枪麦斯卡片,3791
魂:突击队长兰蒂卢斯卡片,3792
巨型火焰史莱姆卡片,3793
业火之菲茨卡片,3794
跟踪狂普莱尼卡片,3795
熔弹萨缪尔卡片,3796
雷鸣之帕米斯卡片,3797
闪电之帕特里斯卡片,3798
巨人波图拉卡片,3799
虚空之弗曼卡片,3800
name_3801,3801
name_3802,3802
name_3803,3803
name_3804,3804
name_3805,3805
name_3806,3806
name_3807,3807
name_3808,3808
name_3809,3809
name_3810,3810
name_3811,3811
name_3812,3812
name_3813,3813
name_3814,3814
name_3815,3815
name_3816,3816
name_3804,3817
name_3808,3818
name_3812,3819
name_3816,3820
OrcaPowerBead,3950
OrcaIntelligenceBead,3951
OrcaPowerandIntelligenceBead,3952
MintaiPowerBead,3953
MintaiIntelligenceBead,3954
MintaiPowerandIntelligenceBead,3955
"name_3956==NULL,stackable/Stackable.chn.str:",3956
"name_3957==NULL,stackable/Stackable.chn.str:",3957
DNFTrendBead,3958
RinoPowerBead,3959
RinoIntelligenceBead,3960
RinoPowerandIntelligenceBead,3961
BalenaPowerBead,3962
BalenaIntelligenceBead,3963
BalenaPowerandIntelligenceBead,3964
DNFTrendBead,3965
fairytailred,3966
fairytailjinred,3967
fairytailblue,3968
fairytailjinblue,3969
fairytailyellow,3970
希尔斯的裙子,4000
卡坤的精致礼物,4001
铁臂肌肉强化剂,4002
防火眼罩,4003
马柏斯的仆人,4004
人偶师的天线,4005
蜡烛,4006
诺羽的信函,4007
西岚的断剑碎片,4008
眼草,4009
晨曦之露,4010
巴卡尔的印章,4011
烈性火药,4012
组织的印章,4013
梦幻之尘,4014
冰冷的净化水,4015
精炼炭,4016
赛格哈特的光剑,4017
天空之海的纯净水,4018
格拉卡的五谷,4019
诺顿的眼药水,4020
摩伽陀的驱动器,4021
太阳草,4022
空骨鱼肉,4023
精灵之尘,4024
人偶师的变身道具,4025
陈年蟋蟀油,4026
极品谷酒,4027
钱袋,4028
黎明之预言书,4029
光之预言书,4030
黄昏之预言书,4031
暗之预言书,4032
章鱼怪的标本,4033
柯卡穆的干扰芯片,4034
压缩机,4035
小型干扰芯片,4036
罗特斯的记忆蜡烛,4037
震魂香,4038
自由灵魂的碎片,4039
幼龙心脏,4040
剑魂转职秘籍,4041
鬼泣转职秘籍,4042
狂战士转职秘籍,4043
阿修罗转职秘籍,4044
散打转职秘籍,4045
气功师转职秘籍,4046
街霸转职秘籍,4047
柔道家转职秘籍,4048
漫游枪手转职秘籍,4049
机械师转职秘籍,4050
枪炮师转职秘籍,4051
弹药专家转职秘籍,4052
心眼秘药,4053
椎骨肌肉强化剂,4054
多重弹匣,4055
莱斯利的日记,4056
神之脚爪,4057
红木板,4058
远古精灵的翅膀粉末,4059
远古精灵的木杖,4060
远古精灵的帽子,4061
饥饿僵尸的头,4062
饥饿僵尸的肋骨,4063
饥饿僵尸的手掌,4064
饥饿僵尸的残脚,4065
巨型黑章鱼的触须,4066
远古精灵的文献,4067
精灵王族的糖果,4068
卡坤的情书副本,4069
无法读取的摩根信函,4070
解读后的摩根信函,4071
冰奈斯的结晶,4072
暗精灵的遗骨,4073
火之心脏,4074
寒冰之触,4075
暗之气息,4076
光之私语,4077
龙纹装饰品,4078
元素师转职秘籍,4079
战斗法师转职秘籍,4080
召唤师转职秘籍,4081
魔道学者转职秘籍,4082
宁神符咒,4083
燃烧的心脏,4084
巨人的碎布线,4085
诺顿的解药,4086
剑魂转职秘籍,4087
鬼泣转职秘籍,4088
狂战士转职秘籍,4089
阿修罗转职秘籍,4090
散打转职秘籍,4091
气功师转职秘籍,4092
街霸转职秘籍,4093
柔道家转职秘籍,4094
漫游枪手转职秘籍,4095
机械师转职秘籍,4096
枪炮师转职秘籍,4097
弹药专家转职秘籍,4098
元素师转职秘籍,4099
战斗法师转职秘籍,4100
召唤师转职秘籍,4101
魔道学者转职秘籍,4102
哈尼克的毒牙,4103
冰冷的火焰,4104
瓢虫的幼虫,4105
领悟之锤,4106
嚎叫的灵魂石,4107
幼龙翅膀,4108
守卫的钥匙,4109
贝尔玛尔大使的衣角,4110
邪龙的眼球,4111
邪龙的利爪,4112
邪龙的鳞片,4113
邪龙的碎骨,4114
永恒的承诺,4115
月下美人,4116
武道之奥义,4117
斯卡迪女王的亲笔信,4118
红色羊皮纸,4119
远古接收器,4120
V-晶石,4121
查理的石晶项链碎片C,4122
查理的石晶项链碎片H,4123
查理的石晶项链碎片A,4124
查理的石晶项链碎片R,4125
查理的石晶项链碎片L,4126
查理的石晶项链碎片I,4127
查理的石晶项链碎片E,4128
血腥净化的纹章,4129
马塞尔的日记-前篇,4130
马塞尔的日记-后篇,4131
腐烂的心脏,4132
GBL教的古文书,4133
塞仑的灵魂球,4134
人偶之王道格里的灵魂球,4135
天之驱逐者的灵魂球,4136
鲁卡斯的灵魂球,4137
黄金巨人普拉塔尼的灵魂球,4138
光之城主赛格哈特的灵魂球,4139
GBL教大主教的灵魂球,4140
巨树守护者罗丁的灵魂球,4141
夜叉王的灵魂球,4142
EX多尼尔的灵魂球,4143
巨型黑章鱼的灵魂球,4144
长脚罗特斯的灵魂球,4145
怨恨之摩根的灵魂球,4146
艾克洛索的灵魂球,4147
邪龙斯皮兹的灵魂球,4148
泰坦的灵魂球,4149
火焰之破魔石,4150
蒸汽之破魔石,4151
野生之破魔石,4152
摩震的面具,4153
神的启示,4154
窍捞欺皋墨鸥快狼家匡坷宏,4155
波罗丁灵魂球,4156
摩震的灵魂球,4157
钢铁之破魔石,4158
牛头械王的心脏,4159
异次元移动装置,4160
疯狂伊凡上校的火药,4161
哈尼克的牙齿,4162
牛头械王的碎片,4163
波罗丁的证物,4164
圣骑士转职秘籍,4165
蓝拳圣使转职秘籍,4166
驱魔师转职秘籍,4167
复仇者转职秘籍,4168
毒猫王的毒药袋,4169
猫妖指甲,4170
牛头怪的脊骨,4171
士兵的印章,4172
上等兵的印章,4173
梦之精髓,4174
戮蛊皮,4175
神圣的刀刃,4176
哥布林胶水,4177
猫妖体液,4178
哥布林的道歉信,4179
毁灭记忆,4180
绝望结晶,4181
星素谐音,4182
死神的邀请函,4183
卡西利亚斯的牙齿,4184
服从之魔环,4185
毒猫王的心脏,4186
毒之尘埃,4187
百花缭乱觉醒秘籍,4188
武神觉醒秘籍,4189
毒王觉醒秘籍,4190
暴风眼觉醒秘籍,4191
枪神觉醒秘籍,4192
狂暴者觉醒秘籍,4193
机械战神觉醒秘籍,4194
大将军觉醒秘籍,4195
大魔导师觉醒秘籍,4196
月之女皇觉醒秘籍,4197
盲目草,4198
强大的魔力火种,4199
石巨人的碎片,4200
石巨人操纵器,4201
坚固的铁器,4202
悲鸣草种子,4203
公国的金库钥匙,4204
精灵之核,4205
GBL教的项链,4206
大神官的印记,4207
树精的树液合剂,4208
无形的黑色物质,4209
飞行装置,4210
强力粘合剂,4211
激光增幅器,4212
透明的心脏,4213
莫比的爆弹雷管,4214
五彩盐块,4215
卡勒特的机密文件,4216
贝亚娜斗神觉醒秘籍,4217
剑圣觉醒秘籍,4218
弑魂觉醒秘籍,4219
狱血魔神觉醒秘籍,4220
大暗黑天觉醒秘籍,4221
虎延爵的虎牌,4222
冥骨头盔,4223
恐惧之源,4224
灵魂符咒,4225
塔之邀请函,4226
灵魂容器,4227
给卡坤的纸条,4228
死神的气息,4229
狱岩石,4230
丢失的泰拉石样本,4231
健忘症治疗剂,4232
神秘矿石,4233
精炼的泰拉石样本,4234
灼热的恐惧之源,4235
冰凌魔石,4236
暗刃魔石,4237
空海之泪,4238
洛丝的魔石,4239
小型龙魔石,4240
堕落魔力的印记,4241
魔力封印,4242
封印魔力的印记,4243
超次元魔石,4244
风之魔石,4245
光之魔石,4246
守护之魔石,4247
冰之魔石,4248
炎之魔石,4249
合成魔石,4250
平衡魔石,4251
王的愤怒,4252
王的名誉,4253
王的支配力,4254
蓝色旋风魔石,4255
时间魔石,4256
盗贼的钉子,4257
荆棘魔石,4258
上级时间魔石,4259
上级暗刃魔石,4260
上级超次元魔石,4261
龙魔石,4262
遗忘魔石,4263
特级时间魔石,4264
特级超次元魔石,4265
塔之魔石碎片,4266
塔之魔石,4267
上级遗忘魔石,4268
魔力之弦,4269
混乱的魔力之弦,4270
损坏的零件,4271
极寒恐惧之源,4272
冰冷恐惧之源,4273
上级蓝色旋风魔石,4274
上级冰凌魔石,4275
特级冰凌魔石,4276
未完成的武器,4277
未完成的防具,4278
魔道学概论,4279
永不熄灭的蜡烛,4280
永不融化的寒冰,4281
低温电光球,4282
睡眠眼罩,4283
雪魈皮大衣,4284
冰龙的结晶,4285
雷诺的牛皮信件,4286
雪魈毛皮,4287
伯尔尼的蓝色围巾,4288
被撕掉的牛皮书,4289
孩子的灵魂结晶,4290
班图族长的亲笔信,4291
帝国皇帝的亲笔信,4292
冰龙之魂,4293
作战名:核风暴,4294
麦瑟·莫纳亨的挑战书,4295
罗特斯的种子,4296
古代书籍,4297
研究所钥匙,4298
研究资料,4299
希特拉克的触须,4300
天帷巨兽的胃液,4301
粘稠的液体,4302
坚固的药剂瓶,4303
斯尼克的触须,4304
GBL教古文书,4305
GBL教假面,4306
皮鞭,4307
卡勒特的报告文书,4308
GT-9600的设计图,4309
改造士兵的源动力,4310
急救箱,4311
摩托车的配件,4312
弹药筒,4313
巴卡尔的魔法结晶,4314
灵介质,4315
精神支配之环,4316
冰龙的触角,4317
投石车的木头碎片,4318
坚韧的蜘蛛网,4319
冻结的木头碎片,4320
怪异壁钟的钟摆,4321
怪异壁钟的钟,4322
怪异壁钟的钟表装置,4323
木质杜鹃,4324
GBL石像碎片,4325
name_4326,4326
来自异界的怨恨,4327
燃烧恶魔的挑战书,4328
蓝冰恶魔的挑战书,4329
狂乱恶魔的挑战书,4330
强韧恶魔的挑战书,4331
灰色水晶,4332
冰龙的触角,4333
暗号类型A,4334
暗号类型B,4335
暗号类型C,4336
看起来藏着宝藏的地图,4337
看起来能打开宝藏的钥匙,4338
光与暗的结晶,4339
被弃生物的冤魂,4340
微弱的苍龙之息,4341
扭曲的异次元结晶,4342
免疫魔法书,4343
摩根的日志,4344
不解的怨恨,4345
伪装者的证物:变异的心脏,4346
暴戾搜捕团的密函,4347
暴戾搜捕团的印章,4348
格拉西亚家族的印章,4349
无法忘却的噩梦,4350
朦胧记忆中的故事,4351
高性能接收器,4352
远古武器的痕迹,4353
比尔马克帝国试验场的金属样本,4354
牛头械王的真空管,4355
残酷之破魔石,4356
暗影夜猫的领悟,4357
冰霜雪人的领悟,4358
光电鳗的领悟,4359
杰克爆弹的领悟,4360
name_4361,4361
深渊气息,4362
史莱姆王的碎片,4363
卡姆拉之剑,4364
地狱圣杯,4365
魂之血,4366
史莱姆王的体液,4367
哈尼克的鬃毛,4368
艾克洛索的毒液,4369
哥布林直升机的引擎装置,4370
卡姆拉的角,4371
泽忒斯的铠甲碎片,4372
夏洛克的内裤,4373
死灵之源,4374
古代帝王之魂,4375
name_4376,4376
name_4377,4377
name_4378,4378
火种,4379
卡勒特佣兵契约,4380
卡勒特作战地图,4381
银勺团团员证,4382
魔术卡片,4383
易消化的肉块,4384
伪装服,4385
保暖内衣,4386
冒险家的梦,4387
英雄的梦,4388
变异的昆虫标本,4389
诺丝克尔的毒刺,4390
高浓缩蜜,4391
表皮细胞液化样本,4392
幻影之破魔石,4393
震动之破魔石,4394
洛贝利的瑜伽书籍,4395
实验体的DNA样本,4396
炊事兵的食谱,4397
船长的戒指,4398
舰长的戒指,4399
海贼的鱼骨项链,4400
极品铁鳞,4401
低级地狱宝珠,4402
高级地狱宝珠,4403
特级地狱宝珠,4404
发丝生命体,4405
邪恶的灰色结晶,4406
响尾蛇的尾巴,4407
翡翠戒指,4408
Mk-13-11,4409
罗老号操纵器,4410
深海纯净晶石,4411
机械锯齿,4412
红油,4413
红油浓缩液,4414
GT-203,4415
远古的记忆,4416
无尽的力量之魂,4417
卡勒特肩章,4418
海贼的财产,4419
晶块的秘密,4420
幽灵罗盘,4421
骷髅碎骨,4422
生命的诅咒,4423
无名灵魂的解脱,4424
木质人偶碎片,4425
灵魂之音,4426
布鲁的气息样本,4427
幽灵列车的航行日志,4428
远古宝藏的线索,4429
赫尔德的庇佑,4430
痛苦的滋味,4431
石骨兽的黑糖浆,4432
帝国骑士的纹章,4433
食腐鼠的尾巴,4434
纳扎罗的法杖,4435
刀疤鼠的疤痕表皮,4436
邪恶灵体的信息,4437
暗黑疫苗,4438
幽灵宝珠,4439
黑暗结晶,4440
黑色瘟疫样本,4441
